FinYear,State_sel,State_code,District_sel,District_code,Block_sel,Block_code,Panchayat_sel,Panchayat_code,Village_sel,Village_code,sr_no,habitation,SC,ST,GEN,TOTAL
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Dahegaon,867,Pp Rao Colony,303008,Hathini,20970,1,Pp Rao Colony,260,156,312,728
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Dahegaon,867,Rampur,16728,Rampur,602651,1,Rampur,179,122,250,551
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Dahegaon,867,Rampur,16728,Teepergaon,602653,1,Teepargaon,0,109,0,109
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Dahegaon,867,Vodduguda,16724,Brahmanachichal,602658,1,Brahmanachichal,79,105,276,460
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Dahegaon,867,Vodduguda,16724,Vodduguda,602657,1,Vodduguda,105,45,905,1055
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,ADDESARA,16432,Addesara,20605,1,Addesara,0,183,0,183
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,ADDESARA,16432,Addesara,20605,2,Punaguda,0,150,0,150
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,ADDESARA,16432,Addesara,20605,3,Waddarguda,108,213,0,321
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Andh Guda,302854,Gudamamda,20604,1,Anduguda,0,379,0,379
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Andh Guda,302854,Gudamamda,20604,2,Kondibaguda,239,31,94,364
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Ashapalle,16428,Ashapally,20601,1,Nandunaik Thanda,244,151,0,395
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Ashapalle,16428,Ashapally,20601,2,Somjiguda,9,157,0,166
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Bhusimetta,302855,Busimatta,20607,1,Busimatta,0,391,0,391
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Bhusimetta,302855,Busimatta,20607,2,Busimatta Camp,56,114,38,208
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Bhusimetta,302855,Busimatta,20607,3,Mukkarguda,0,159,83,242
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Bhusimetta,302855,Busimatta,20607,4,Roadguda,0,62,0,62
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Bhusimetta,302855,Busimatta,20607,5,Sungapur,0,50,0,50
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Chinthakara,307154,Addesara,20605,1,Chintakarra,0,118,0,118
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Chinthakara,307154,Addesara,20605,2,Kishanthanda,57,137,56,250
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Chinthakara,307154,Addesara,20605,3,Thadiguda,0,104,0,104
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Daboli,16435,Dhaboli,20608,1,Dhaboli,0,441,100,541
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Daboli,16435,Dhaboli,20608,2,Garenguda,0,235,0,235
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Daboli,16435,Dhaboli,20608,3,Jaduguda,0,178,0,178
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Daboli,16435,Dhaboli,20608,4,Loddyguda,0,78,0,78
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Daboli,16435,Dhaboli,20608,5,Shekuguda,0,328,0,328
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Daboli,16435,Dhaboli,20608,6,Wadderguda,0,52,0,52
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Dubbaguda,302857,Dubbaguda,601789,1,Bheemjiguda,0,145,0,145
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Dubbaguda,302857,Dubbaguda,601789,2,Dubbaguda,0,292,0,292
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Dubbaguda,302857,Dubbaguda,601789,3,Laxmanpatelguda,0,76,0,76
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Gowri Kolamguda,302858,Lendiguda,601791,1,Devuguda,0,285,0,285
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Gowri Kolamguda,302858,Lendiguda,601791,2,Gouri Gonduguda,0,185,0,185
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Gowri Kolamguda,302858,Lendiguda,601791,3,Gouri Kolamguda,0,347,0,347
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Gowri Kolamguda,302858,Lendiguda,601791,4,Gouri Musllemguda,0,134,522,656
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Gowri Kolamguda,302858,Lendiguda,601791,5,Lendiguda,27,95,213,335
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Gowri Kolamguda,302858,Lendiguda,601791,6,Lendiguda K,0,80,0,80
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Gudamamda,16431,Gudamamda,20604,1,Gudamamda,0,443,62,505
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Gudamamda,16431,Gudamamda,20604,2,Hanmanguda,88,58,0,146
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Gudamamda,16431,Gudamamda,20604,3,Kolamguda,0,123,0,123
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jainoor,240475,Jainoor,601788,1,Balaji Nagar,456,531,0,987
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jainoor,240475,Jainoor,601788,2,Jainoor G Hospital Area And Weeker Section Colony,0,1414,2656,4070
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jainoor,240475,Jainoor,601788,3,Jainoor Sc Colony,466,0,305,771
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jainoor,240475,Jainoor,601788,4,Kashipatel Guda Sonupatel Guda,0,1141,0,1141
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jainoor,240475,Jainoor,601788,5,Shivaji Nagar,45,564,285,894
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jainoor,240475,Jainoor,601788,6,Waddera Colony Power House,0,0,1165,1165
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jamgaon,16433,Ushegaon,20606,1,Bheemjiguda,0,281,0,281
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jamgaon,16433,Ushegaon,20606,2,Devguda,0,120,18,138
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jamgaon,16433,Ushegaon,20606,3,Gondipatar,17,208,20,245
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jamgaon,16433,Ushegaon,20606,4,Irpaguda,0,385,0,385
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jamgaon,16433,Ushegaon,20606,5,Jamgaon,35,18,506,559
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jamgaon,16433,Ushegaon,20606,6,Kishanthanda,0,96,0,96
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jamgaon,16433,Ushegaon,20606,7,Kohkaguda,0,115,0,115
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jamgaon,16433,Ushegaon,20606,8,Kolamguda Jamgaon,0,110,0,110
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jamgaon,16433,Ushegaon,20606,9,Kondapatar,52,64,0,116
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jamgaon,16433,Ushegaon,20606,10,Muslimguda,0,0,156,156
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jamgaon,16433,Ushegaon,20606,11,Para,67,321,9,397
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jamgaon,16433,Ushegaon,20606,12,Pochamaloddy,208,213,625,1046
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jamgaon,16433,Ushegaon,20606,13,Ramjiguda,0,177,157,334
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jamgaon,16433,Ushegaon,20606,14,Sadakguda,0,550,0,550
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jamgaon,16433,Ushegaon,20606,15,Shekuguda,0,29,0,29
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jamgaon,16433,Ushegaon,20606,16,Sukkadpally,0,206,0,206
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jamgaon,16433,Ushegaon,20606,17,Timkapally,0,105,0,105
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jamgaon,16433,Ushegaon,20606,18,Ushegaon,10,208,14,232
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jamni,16438,Jamini,20611,1,Jaganathguda,0,42,0,42
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jamni,16438,Jamini,20611,2,Jamini,79,83,488,650
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jamni,16438,Jamini,20611,3,Sadakguda,0,166,14,180
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Jamni,16438,Jamini,20611,4,Sambajiguda,0,15,67,82
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Maniguda,302859,Ashapally,20601,1,Lachuguda,0,82,0,82
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Maniguda,302859,Ashapally,20601,2,Maniguda,0,255,0,255
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Maniguda,302859,Ashapally,20601,3,Maniguda Kolamguda,0,141,0,141
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Maniguda,302859,Ashapally,20601,4,Ramnagar,0,146,0,146
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Mankuguda,302860,Gudamamda,20604,1,Babulguda,0,176,0,176
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Mankuguda,302860,Gudamamda,20604,2,Karnamguda,0,224,0,224
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Mankuguda,302860,Gudamamda,20604,3,Mankuguda,0,231,0,231
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Mankuguda,302860,Gudamamda,20604,4,Ratiguda-punaguda.g,16,0,0,16
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Marlawai,16437,Morlawai,601790,1,Morlawai,0,659,16,675
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Panapatar,302862,Ashapally,20601,1,Goletnagar,0,36,0,36
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Panapatar,302862,Ashapally,20601,2,Markaguda,0,156,0,156
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Panapatar,302862,Ashapally,20601,3,Markaguda-G,0,80,0,80
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Panapatar,302862,Ashapally,20601,4,Panapatar,0,379,0,379
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Patnapur,16430,Patnapur,20603,1,Anduguda,27,562,530,1119
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Patnapur,16430,Patnapur,20603,2,Karimguda,0,0,100,100
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Patnapur,16430,Patnapur,20603,3,Patnapur,0,317,323,640
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Patnapur,16430,Patnapur,20603,4,Shyam Nagar,0,148,0,148
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Powerguda,302861,Powerguda,601787,1,College Guda,0,195,0,195
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Powerguda,302861,Powerguda,601787,2,Kotha Powerguda,0,180,0,180
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Powerguda,302861,Powerguda,601787,3,Powerguda,28,205,0,233
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Powerguda,302861,Powerguda,601787,4,Rajulguda,0,280,0,280
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Ramnayak Thanda,302865,Ashapally,20601,1,Alliguda,0,110,0,110
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Ramnayak Thanda,302865,Ashapally,20601,2,Jamuguda,0,112,0,112
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Ramnayak Thanda,302865,Ashapally,20601,3,Jandaguda,0,267,82,349
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Ramnayak Thanda,302865,Ashapally,20601,4,Kevlaguda,0,57,0,57
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Ramnayak Thanda,302865,Ashapally,20601,5,Lendijala,6,122,0,128
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Ramnayak Thanda,302865,Ashapally,20601,6,Ramnaik Thanda,126,302,54,482
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Ramnayak Thanda,302865,Ashapally,20601,7,Shubahsguda,0,103,17,120
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Raoji Guda,302866,Polasa,601786,1,Billuthanda,0,338,0,338
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Raoji Guda,302866,Polasa,601786,2,Polasa,0,17,304,321
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Raoji Guda,302866,Polasa,601786,3,Raoji Guda,9,185,53,247
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Raoji Guda,302866,Polasa,601786,4,Vittalguda,0,34,0,34
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Rasimatta,16434,Rasimatta,601792,1,Kodduguda,0,304,14,318
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Rasimatta,16434,Rasimatta,601792,2,Rasimatta,0,294,0,294
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Shivnoor,302867,Shivnoor,20610,1,Ganeshpur,0,42,0,42
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Shivnoor,302867,Shivnoor,20610,2,Gondguda,0,325,0,325
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Shivnoor,302867,Shivnoor,20610,3,Shivnoor Dnt,0,209,0,209
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Jainoor,846,Shivnoor,302867,Shivnoor,20610,4,Shivnoor Lt,0,263,0,263
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Andevelly,16596,Andavelly,20820,1,Andavelly,35,0,804,839
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Andevelly,16596,Andavelly,20820,2,Areguda,0,0,638,638
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Ankoda,303012,Ankoda,602854,1,Ankoda,101,506,2,609
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Ankoda,303012,Ankoda,602854,2,Kotha Ankoda,144,49,55,248
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Ankusapur,303013,Ankusapur,602856,1,Ankusapur,179,32,421,632
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Ankusapur,303013,Ankusapur,602856,2,Ankusapur Colony,0,0,150,150
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Ankusapur,303013,Ankusapur,602856,3,Kotha Ankusapur,0,0,89,89
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Ankusapur,303013,Dubbaguda,602857,1,Dubbaguda,4,185,0,189
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Ankusapur,303013,Gondi,20809,1,Beemguda,0,125,0,125
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Ankusapur,303013,Gondi,20809,2,Gondi,0,102,0,102
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Ankusapur,303013,Gondi,20809,3,Mariguda,0,14,0,14
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Ankusapur,303013,Gondi,20809,4,Pavuguda,0,69,0,69
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Ankusapur,303013,Gondi,20809,5,Thungari Guda,0,32,0,32
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Ankusapur,303013,Metpalle,602858,1,Metpalle,0,100,0,100
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Ankusapur,303013,Narapur,602859,1,Narapur,0,85,0,85
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Bareguda,16590,Bareguda,20811,1,Bareguda,296,0,386,682
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Bareguda,16590,Bareguda,20811,2,Danthanguda,0,0,380,380
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Bareguda,16590,Bareguda,20811,3,Pakijanagar,0,0,510,510
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Bareguda,16590,Bareguda,20811,4,Shivapur,0,0,916,916
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Basantinagar,303014,Nazrulnagar,20814,1,Nazrulnagar Camp-3,0,0,1095,1095
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Basantinagar,303014,Nazrulnagar,20814,2,Nazrulnagar Camp-4,0,0,807,807
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Basantinagar,303014,Nazrulnagar,20814,3,Nazrulnagar Camp-7,0,0,511,511
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Basantinagar,303014,Nazrulnagar,20814,4,Nazrulnagar Camp-8,0,0,260,260
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Bhatpalle,16597,Bhatpalle,20821,1,Bamanichenu,46,0,56,102
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Bhatpalle,16597,Bhatpalle,20821,2,Bhatpalle,948,16,558,1522
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Bhatpalle,16597,Bhatpalle,20821,3,C.bapu Colony,0,0,500,500
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Bhatpalle,16597,Bhatpalle,20821,4,Jeedichenu,0,0,863,863
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Bhatpalle,16597,Bhatpalle,20821,5,Laxminagar,0,0,627,627
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Bodepalle,16598,Bodepalle,602850,1,Bodepalle,25,0,301,326
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Bodepalle,16598,Bodepalle,602850,2,Kotha Bodepally,0,0,900,900
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Burdagudem,303015,Boregaon -burudaguda,602860,1,Burdaguda,0,0,592,592
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Burdagudem,303015,Boregaon -burudaguda,602860,2,Charigaon,0,0,297,297
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Chinthaguda,16591,Chintaguda,20812,1,Balgala,0,0,302,302
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Chinthaguda,16591,Chintaguda,20812,2,Chintaguda,0,0,1387,1387
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Chinthaguda,16591,Chintaguda,20812,3,Kagaznagar-koyawagu,1382,0,2141,3523
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Durganagar,303017,Nazrulnagar,20814,1,Nazrulnagar Camp-10,0,0,1000,1000
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Durganagar,303017,Nazrulnagar,20814,2,Nazrulnagar Camp-11,0,0,415,415
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Durganagar,303017,Nazrulnagar,20814,3,Nazrulnagar Camp-5,0,0,1344,1344
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Durganagar,303017,Nazrulnagar,20814,4,Nazrulnagar Camp-9,0,0,1252,1252
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Easgaon,16592,Easgaon,20813,1,Easgaon,463,151,428,1042
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Easgaon,16592,Easgaon,20813,2,Panchasheelanagar,0,0,263,263
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Easgaon,16592,Easgaon,20813,3,Tenuguguda,0,0,202,202
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Gannaram,16594,Gannaram,20815,1,Gannaram,489,75,657,1221
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Gannaram,16594,Mandva,20816,1,Mandva,0,144,3,147
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Jaganathpur,303020,Boregaon,20822,1,Boregaon,16,6,84,106
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Jaganathpur,303020,Jaganathpur,602852,1,Jaganathpur,212,0,156,368
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Jaganathpur,303020,Jaganathpur,602852,2,Jarvejigudem,0,0,114,114
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Kadamba,303022,Kadamba,20824,1,Kadamba,0,331,254,585
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Kadamba,303022,Mosam,602846,1,Babunagar,0,0,112,112
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Kosini,16588,Kosini,602861,1,Dadanagar,0,0,650,650
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Kosini,16588,Kosini,602861,2,Kollamguda,0,0,37,37
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Kosini,16588,Kosini,602861,3,Kosini,105,114,832,1051
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Kosini,16588,Kosini,602861,4,Mitra Colony,20,20,384,424
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Kosini,16588,Kosini,602861,5,Pardanguda,0,50,180,230
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Kosini,16588,Kosini,602861,6,Ramnagar,0,0,441,441
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Kotha Sarsala,303024,Sarsala,20826,1,Kotha Sarsala,250,0,341,591
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Kotha Sarsala,303024,Sarsala,20826,2,Sarsala,0,0,253,253
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Lineguda,303026,Maredpalle,20807,1,Alliguda,0,41,0,41
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Lineguda,303026,Maredpalle,20807,2,Ellapur,0,102,0,102
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Lineguda,303026,Maredpalle,20807,3,Jogapur,0,23,0,23
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Lineguda,303026,Maredpalle,20807,4,Lineguda,0,47,102,149
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Lineguda,303026,Maredpalle,20807,5,Marepalle,0,127,0,127
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Lineguda,303026,Maredpalle,20807,6,Naikapuguda,0,0,82,82
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Lineguda,303026,Maredpalle,20807,7,Navegaon,0,93,0,93
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Malni,16587,Malini,602865,1,Chinna Malini,0,112,0,112
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Malni,16587,Malini,602865,2,Malini,0,251,0,251
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Malni,16587,Malini,602865,3,Manikpatar,0,151,0,151
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Mosam,16600,Mosam,602846,1,Aregudem,80,174,1324,1578
As on (01/04/2025),Telangana,36,Kumuram Bheem Asifabad,747,Kagaznagar,858,Mosam,16600,Mosam,602846,2,Mosam,104,0,395,499
